to,from,p_value
OTU_49,OTU_72,0.99
OTU_50,OTU_72,0.99
OTU_51,OTU_72,0.99
OTU_52,OTU_72,0.99
OTU_53,OTU_72,0.99
OTU_54,OTU_72,0.99
OTU_55,OTU_72,0.99
OTU_56,OTU_72,0.99
OTU_57,OTU_72,0.99
OTU_58,OTU_72,0.99
OTU_59,OTU_72,0.99
OTU_60,OTU_72,0.99
OTU_61,OTU_72,0.99
OTU_62,OTU_72,0.99
OTU_63,OTU_72,0.99
OTU_64,OTU_72,0.99
OTU_65,OTU_72,0.99
OTU_66,OTU_72,0.99
OTU_67,OTU_72,0.99
OTU_68,OTU_72,0.99
OTU_69,OTU_72,0.99
OTU_70,OTU_72,0.99
OTU_71,OTU_72,0.99
OTU_72,OTU_72,0
OTU_73,OTU_72,0.99
OTU_74,OTU_72,0.99
OTU_75,OTU_72,0.99
OTU_76,OTU_72,0.2163514419852448
OTU_77,OTU_72,0.99
OTU_78,OTU_72,0.99
OTU_79,OTU_72,0.99
OTU_80,OTU_72,0.99
OTU_81,OTU_72,0.99
OTU_82,OTU_72,0.99
OTU_83,OTU_72,0.99
OTU_84,OTU_72,0.99
OTU_85,OTU_72,0.99
OTU_86,OTU_72,0.99
OTU_87,OTU_72,0.99
OTU_88,OTU_72,0.99
OTU_89,OTU_72,0.99
OTU_90,OTU_72,0.11798829553767375
OTU_91,OTU_72,0.99
OTU_92,OTU_72,0.99
OTU_93,OTU_72,0.99
OTU_94,OTU_72,0.99
OTU_95,OTU_72,0.99
OTU_96,OTU_72,0.99
OTU_97,OTU_72,0.99
OTU_98,OTU_72,0.99
OTU_99,OTU_72,0.99
OTU_100,OTU_72,0.99
OTU_101,OTU_72,0.99
OTU_102,OTU_72,0.99
OTU_103,OTU_72,0.8526921512810085
OTU_104,OTU_72,0.9554387263976305
OTU_105,OTU_72,0.99
OTU_106,OTU_72,0.99
OTU_107,OTU_72,0.99
OTU_108,OTU_72,0.99
OTU_109,OTU_72,0.99
OTU_110,OTU_72,0.99
OTU_111,OTU_72,0.99
OTU_112,OTU_72,0.5775089514066496
OTU_113,OTU_72,0.99
OTU_114,OTU_72,0.99
OTU_115,OTU_72,0.99
OTU_116,OTU_72,0
OTU_117,OTU_72,0.99
OTU_118,OTU_72,0.99
OTU_119,OTU_72,0.99
OTU_120,OTU_72,0.99
OTU_121,OTU_72,0.99
OTU_122,OTU_72,0.99
OTU_123,OTU_72,0.99
OTU_124,OTU_72,0.99
OTU_125,OTU_72,0.99
OTU_126,OTU_72,0.99
OTU_127,OTU_72,0.99
OTU_1,OTU_73,0.99
OTU_2,OTU_73,0.99
OTU_3,OTU_73,0.99
OTU_4,OTU_73,0.99
OTU_5,OTU_73,0.99
OTU_6,OTU_73,0.99
OTU_7,OTU_73,0.99
OTU_8,OTU_73,0.99
OTU_9,OTU_73,0.99
OTU_10,OTU_73,0.99
OTU_11,OTU_73,0.99
OTU_12,OTU_73,0.99
OTU_13,OTU_73,0.99
OTU_14,OTU_73,0.99
OTU_15,OTU_73,0.99
OTU_16,OTU_73,0.99
OTU_17,OTU_73,0.99
OTU_18,OTU_73,0.99
OTU_19,OTU_73,0.99
OTU_20,OTU_73,0.99
OTU_21,OTU_73,0.99
OTU_22,OTU_73,0.99
OTU_23,OTU_73,0.99
OTU_24,OTU_73,0.99
OTU_25,OTU_73,0.99
OTU_26,OTU_73,0.99
OTU_27,OTU_73,0.99
OTU_28,OTU_73,0.99
OTU_29,OTU_73,0.99
OTU_30,OTU_73,0.99
OTU_31,OTU_73,0.99
OTU_32,OTU_73,0.99
OTU_33,OTU_73,0.99
OTU_34,OTU_73,0.99
OTU_35,OTU_73,0.99
OTU_36,OTU_73,0.99
OTU_37,OTU_73,0.99
OTU_38,OTU_73,0.99
OTU_39,OTU_73,0.9803110475509476
OTU_40,OTU_73,0.99
OTU_41,OTU_73,0.99
OTU_42,OTU_73,0.99
OTU_43,OTU_73,0.99
OTU_44,OTU_73,0.5775089514066496
OTU_45,OTU_73,0.99
OTU_46,OTU_73,0.8197712833545108
OTU_47,OTU_73,0.99
OTU_48,OTU_73,0.99
OTU_49,OTU_73,0.99
OTU_50,OTU_73,0.99
OTU_51,OTU_73,0.99
OTU_52,OTU_73,0.99
OTU_53,OTU_73,0.99
OTU_54,OTU_73,0.99
OTU_55,OTU_73,0.99
OTU_56,OTU_73,0.99
OTU_57,OTU_73,0.99
OTU_58,OTU_73,0.99
OTU_59,OTU_73,0.99
OTU_60,OTU_73,0.99
OTU_61,OTU_73,0.99
OTU_62,OTU_73,0.99
OTU_63,OTU_73,0.99
OTU_64,OTU_73,0.99
OTU_65,OTU_73,0.99
OTU_66,OTU_73,0.99
OTU_67,OTU_73,0.99
OTU_68,OTU_73,0.99
OTU_69,OTU_73,0.99
OTU_70,OTU_73,0.99
OTU_71,OTU_73,0.99
OTU_72,OTU_73,0.99
OTU_73,OTU_73,0
OTU_74,OTU_73,0.99
OTU_75,OTU_73,0.99
OTU_76,OTU_73,0.99
OTU_77,OTU_73,0.99
OTU_78,OTU_73,0.99
OTU_79,OTU_73,0.99
OTU_80,OTU_73,0.99
OTU_81,OTU_73,0.99
OTU_82,OTU_73,0.99
OTU_83,OTU_73,0.99
OTU_84,OTU_73,0.99
OTU_85,OTU_73,0.99
OTU_86,OTU_73,0.99
OTU_87,OTU_73,0.99
OTU_88,OTU_73,0.99
OTU_89,OTU_73,0.99
OTU_90,OTU_73,0.99
OTU_91,OTU_73,0.99
OTU_92,OTU_73,0.99
OTU_93,OTU_73,0.99
OTU_94,OTU_73,0.99
OTU_95,OTU_73,0.99
OTU_96,OTU_73,0.99
OTU_97,OTU_73,0.99
OTU_98,OTU_73,0.99
OTU_99,OTU_73,0.99
OTU_100,OTU_73,0.99
OTU_101,OTU_73,0.99
OTU_102,OTU_73,0.99
OTU_103,OTU_73,0.99
OTU_104,OTU_73,0.99
OTU_105,OTU_73,0.99
OTU_106,OTU_73,0.99
OTU_107,OTU_73,0.99
OTU_108,OTU_73,0.99
OTU_109,OTU_73,0.99
OTU_110,OTU_73,0.99
OTU_111,OTU_73,0.99
OTU_112,OTU_73,0.99
OTU_113,OTU_73,0.99
OTU_114,OTU_73,0.99
OTU_115,OTU_73,0.99
OTU_116,OTU_73,0.99
OTU_117,OTU_73,0.99
OTU_118,OTU_73,0.99
OTU_119,OTU_73,0.99
OTU_120,OTU_73,0.99
OTU_121,OTU_73,0.99
OTU_122,OTU_73,0.99
OTU_123,OTU_73,0.99
OTU_124,OTU_73,0.99
OTU_125,OTU_73,0.99
OTU_126,OTU_73,0.7275146594497068
OTU_127,OTU_73,0.99
OTU_1,OTU_74,0.99
OTU_2,OTU_74,0.99
OTU_3,OTU_74,0.99
OTU_4,OTU_74,0.99
OTU_5,OTU_74,0
OTU_6,OTU_74,0.99
OTU_7,OTU_74,0.99
OTU_8,OTU_74,0.99
OTU_9,OTU_74,0.99
OTU_10,OTU_74,0.99
OTU_11,OTU_74,0.99
OTU_12,OTU_74,0.99
OTU_13,OTU_74,0.99
OTU_14,OTU_74,0.99
OTU_15,OTU_74,0.99
OTU_16,OTU_74,0.9803110475509476
OTU_17,OTU_74,0.99
OTU_18,OTU_74,0.99
OTU_19,OTU_74,0.99
OTU_20,OTU_74,0.99
OTU_21,OTU_74,0.99
OTU_22,OTU_74,0.99
OTU_23,OTU_74,0.99
OTU_24,OTU_74,0.99
OTU_25,OTU_74,0.99
OTU_26,OTU_74,0.99
OTU_27,OTU_74,0.99
OTU_28,OTU_74,0.99
OTU_29,OTU_74,0.99
OTU_30,OTU_74,0.99
OTU_31,OTU_74,0.99
OTU_32,OTU_74,0.99
OTU_33,OTU_74,0.99
OTU_34,OTU_74,0
OTU_35,OTU_74,0.99
OTU_36,OTU_74,0.99
OTU_37,OTU_74,0.99
OTU_38,OTU_74,0.99
OTU_39,OTU_74,0.99
OTU_40,OTU_74,0.99
OTU_41,OTU_74,0.99
OTU_42,OTU_74,0.99
OTU_43,OTU_74,0.99
OTU_44,OTU_74,0
OTU_45,OTU_74,0.99
OTU_46,OTU_74,0
OTU_47,OTU_74,0.99
OTU_48,OTU_74,0.99
OTU_49,OTU_74,0.99
OTU_50,OTU_74,0.2163514419852448
OTU_51,OTU_74,0.99
OTU_52,OTU_74,0.99
OTU_53,OTU_74,0.99
OTU_54,OTU_74,0.99
OTU_55,OTU_74,0.99
OTU_56,OTU_74,0.99
OTU_57,OTU_74,0.99
OTU_58,OTU_74,0.99
OTU_59,OTU_74,0.99
OTU_60,OTU_74,0.37883734586024664
OTU_61,OTU_74,0.99
OTU_62,OTU_74,0.99
OTU_63,OTU_74,0.99
OTU_64,OTU_74,0.99
OTU_65,OTU_74,0.5205701990317374
OTU_66,OTU_74,0.99
OTU_67,OTU_74,0.99
OTU_68,OTU_74,0.99
OTU_69,OTU_74,0.99
OTU_70,OTU_74,0.99
OTU_71,OTU_74,0.99
OTU_72,OTU_74,0.99
OTU_73,OTU_74,0.99
OTU_74,OTU_74,0
OTU_75,OTU_74,0.99
OTU_76,OTU_74,0.11798829553767375
OTU_77,OTU_74,0.99
OTU_78,OTU_74,0.99
OTU_79,OTU_74,0.99
OTU_80,OTU_74,0.99
OTU_81,OTU_74,0.99
OTU_82,OTU_74,0.6818271488961953
OTU_83,OTU_74,0.884473168820995
OTU_84,OTU_74,0.30072715972653824
OTU_85,OTU_74,0.99
OTU_86,OTU_74,0.99
OTU_87,OTU_74,0.99
OTU_88,OTU_74,0.99
OTU_89,OTU_74,0.99
OTU_90,OTU_74,0
OTU_91,OTU_74,0.99
OTU_92,OTU_74,0.99
OTU_93,OTU_74,0.99
OTU_94,OTU_74,0.99
OTU_95,OTU_74,0.99
OTU_96,OTU_74,0.99
OTU_97,OTU_74,0.99
OTU_98,OTU_74,0.99
OTU_99,OTU_74,0.99
OTU_100,OTU_74,0.99
OTU_101,OTU_74,0.99
OTU_102,OTU_74,0.99
OTU_103,OTU_74,0.11798829553767375
OTU_104,OTU_74,0.11798829553767375
OTU_105,OTU_74,0.99
OTU_106,OTU_74,0.99
OTU_107,OTU_74,0.99
OTU_108,OTU_74,0.99
OTU_109,OTU_74,0.99
OTU_110,OTU_74,0.99
OTU_111,OTU_74,0.99
OTU_112,OTU_74,0.99
OTU_113,OTU_74,0.99
OTU_114,OTU_74,0.99
OTU_115,OTU_74,0.99
OTU_116,OTU_74,0.11798829553767375
OTU_117,OTU_74,0.99
OTU_118,OTU_74,0.99
OTU_119,OTU_74,0.884473168820995
OTU_120,OTU_74,0.99
OTU_121,OTU_74,0.99
OTU_122,OTU_74,0.99
OTU_123,OTU_74,0.99
OTU_124,OTU_74,0.99
OTU_125,OTU_74,0.99
OTU_126,OTU_74,0.99
OTU_127,OTU_74,0.99
OTU_1,OTU_75,0.99
OTU_2,OTU_75,0.99
OTU_3,OTU_75,0.99
OTU_4,OTU_75,0.99
OTU_5,OTU_75,0
OTU_6,OTU_75,0.99
OTU_7,OTU_75,0.99
OTU_8,OTU_75,0.99
OTU_9,OTU_75,0.99
OTU_10,OTU_75,0.99
OTU_11,OTU_75,0.99
OTU_12,OTU_75,0.99
OTU_13,OTU_75,0.99
OTU_14,OTU_75,0.99
OTU_15,OTU_75,0.99
OTU_16,OTU_75,0.99
OTU_17,OTU_75,0.99
OTU_18,OTU_75,0.99
OTU_19,OTU_75,0.99
OTU_20,OTU_75,0.99
OTU_21,OTU_75,0.99
OTU_22,OTU_75,0.99
OTU_23,OTU_75,0.99
OTU_24,OTU_75,0.99
OTU_25,OTU_75,0.99
OTU_26,OTU_75,0.99
OTU_27,OTU_75,0.99
OTU_28,OTU_75,0.99
OTU_29,OTU_75,0.99
OTU_30,OTU_75,0.99
OTU_31,OTU_75,0.99
OTU_32,OTU_75,0.99
OTU_33,OTU_75,0.99
OTU_34,OTU_75,0.37883734586024664
OTU_35,OTU_75,0.99
OTU_36,OTU_75,0.99
OTU_37,OTU_75,0.99
OTU_38,OTU_75,0.99
OTU_39,OTU_75,0.99
OTU_40,OTU_75,0.99
OTU_41,OTU_75,0.99
OTU_42,OTU_75,0.99
OTU_43,OTU_75,0.99
OTU_44,OTU_75,0
OTU_45,OTU_75,0.99
OTU_46,OTU_75,0
OTU_47,OTU_75,0.8526921512810085
OTU_48,OTU_75,0.99
OTU_49,OTU_75,0.99
OTU_50,OTU_75,0.6818271488961953
OTU_51,OTU_75,0.99
OTU_52,OTU_75,0.99
OTU_53,OTU_75,0.99
OTU_54,OTU_75,0.99
OTU_55,OTU_75,0.99
OTU_56,OTU_75,0.99
OTU_57,OTU_75,0.99
OTU_58,OTU_75,0.99
OTU_59,OTU_75,0.99
OTU_60,OTU_75,0.5775089514066496
OTU_61,OTU_75,0.99
OTU_62,OTU_75,0.99
OTU_63,OTU_75,0.99
OTU_64,OTU_75,0.99
OTU_65,OTU_75,0.99
OTU_66,OTU_75,0.99
OTU_67,OTU_75,0.99
OTU_68,OTU_75,0.99
OTU_69,OTU_75,0.99
OTU_70,OTU_75,0.99
OTU_71,OTU_75,0.99
OTU_72,OTU_75,0.99
OTU_73,OTU_75,0.99
OTU_74,OTU_75,0.99
OTU_75,OTU_75,0
OTU_76,OTU_75,0
OTU_77,OTU_75,0.99
OTU_78,OTU_75,0.99
OTU_79,OTU_75,0.99
OTU_80,OTU_75,0.99
OTU_81,OTU_75,0.99
OTU_82,OTU_75,0.99
OTU_83,OTU_75,0.99
OTU_84,OTU_75,0.99
OTU_85,OTU_75,0.9803110475509476
OTU_86,OTU_75,0.99
OTU_87,OTU_75,0.99
OTU_88,OTU_75,0.99
OTU_89,OTU_75,0.99
OTU_90,OTU_75,0.5205701990317374
OTU_91,OTU_75,0.99
OTU_92,OTU_75,0.99
OTU_93,OTU_75,0.99
OTU_94,OTU_75,0.99
OTU_95,OTU_75,0.99
OTU_96,OTU_75,0.99
OTU_97,OTU_75,0.99
OTU_98,OTU_75,0.99
OTU_99,OTU_75,0.99
OTU_100,OTU_75,0.99
OTU_101,OTU_75,0.99
OTU_102,OTU_75,0.99
OTU_103,OTU_75,0.30072715972653824
OTU_104,OTU_75,0.99
OTU_105,OTU_75,0.99
OTU_106,OTU_75,0.99
OTU_107,OTU_75,0.99
OTU_108,OTU_75,0.99
OTU_109,OTU_75,0.99
OTU_110,OTU_75,0.99
OTU_111,OTU_75,0.99
OTU_112,OTU_75,0.99
OTU_113,OTU_75,0.99
OTU_114,OTU_75,0.99
OTU_115,OTU_75,0.99
OTU_116,OTU_75,0
OTU_117,OTU_75,0.99
OTU_118,OTU_75,0.99
OTU_119,OTU_75,0.99
OTU_120,OTU_75,0.99
OTU_121,OTU_75,0.99
OTU_122,OTU_75,0.99
OTU_123,OTU_75,0.99
OTU_124,OTU_75,0.99
OTU_125,OTU_75,0.99
OTU_126,OTU_75,0.99
OTU_127,OTU_75,0.99
OTU_1,OTU_76,0
OTU_2,OTU_76,0
OTU_3,OTU_76,0.37883734586024664
OTU_4,OTU_76,0
OTU_5,OTU_76,0.99
OTU_6,OTU_76,0.99
OTU_7,OTU_76,0
OTU_8,OTU_76,0.99
OTU_9,OTU_76,0.2163514419852448
OTU_10,OTU_76,0
OTU_11,OTU_76,0
OTU_12,OTU_76,0.99
OTU_13,OTU_76,0
OTU_14,OTU_76,0
OTU_15,OTU_76,0
OTU_16,OTU_76,0.99
OTU_17,OTU_76,0
OTU_18,OTU_76,0
OTU_19,OTU_76,0.11798829553767375
OTU_20,OTU_76,0
OTU_21,OTU_76,0
OTU_22,OTU_76,0
OTU_23,OTU_76,0
OTU_24,OTU_76,0
OTU_25,OTU_76,0
OTU_26,OTU_76,0
OTU_27,OTU_76,0
OTU_28,OTU_76,0
OTU_29,OTU_76,0.6260650169820475
OTU_30,OTU_76,0.2163514419852448
OTU_31,OTU_76,0
OTU_32,OTU_76,0
OTU_33,OTU_76,0.99
OTU_34,OTU_76,0.11798829553767375
OTU_35,OTU_76,0
OTU_36,OTU_76,0
OTU_37,OTU_76,0
OTU_38,OTU_76,0
OTU_39,OTU_76,0
OTU_40,OTU_76,0
OTU_41,OTU_76,0
OTU_42,OTU_76,0.99
OTU_43,OTU_76,0
OTU_44,OTU_76,0.99
OTU_45,OTU_76,0
OTU_46,OTU_76,0.99
OTU_47,OTU_76,0.5205701990317374
OTU_48,OTU_76,0
OTU_49,OTU_76,0
OTU_50,OTU_76,0.99
OTU_51,OTU_76,0
OTU_52,OTU_76,0.11798829553767375
OTU_53,OTU_76,0
OTU_54,OTU_76,0
OTU_55,OTU_76,0
OTU_56,OTU_76,0.11798829553767375
OTU_57,OTU_76,0.5205701990317374
OTU_58,OTU_76,0
OTU_59,OTU_76,0
OTU_60,OTU_76,0
OTU_61,OTU_76,0.11798829553767375
OTU_62,OTU_76,0
OTU_63,OTU_76,0
OTU_64,OTU_76,0
OTU_65,OTU_76,0
OTU_66,OTU_76,0
OTU_67,OTU_76,0.2163514419852448
OTU_68,OTU_76,0
OTU_69,OTU_76,0.11798829553767375
OTU_70,OTU_76,0
OTU_71,OTU_76,0
OTU_72,OTU_76,0.2163514419852448
OTU_73,OTU_76,0.99
OTU_74,OTU_76,0.11798829553767375
OTU_75,OTU_76,0
OTU_76,OTU_76,0
OTU_77,OTU_76,0
OTU_78,OTU_76,0
OTU_79,OTU_76,0
OTU_80,OTU_76,0
OTU_81,OTU_76,0
OTU_82,OTU_76,0.99
OTU_83,OTU_76,0.99
OTU_84,OTU_76,0.2163514419852448
OTU_85,OTU_76,0.99
OTU_86,OTU_76,0
OTU_87,OTU_76,0
OTU_88,OTU_76,0.37883734586024664
OTU_89,OTU_76,0
OTU_90,OTU_76,0.99
OTU_91,OTU_76,0.8526921512810085
OTU_92,OTU_76,0
OTU_93,OTU_76,0
OTU_94,OTU_76,0
OTU_95,OTU_76,0
OTU_96,OTU_76,0.45485053581500284
OTU_97,OTU_76,0.2163514419852448
OTU_98,OTU_76,0.99
OTU_99,OTU_76,0.30072715972653824
OTU_100,OTU_76,0
OTU_101,OTU_76,0
OTU_102,OTU_76,0.8526921512810085
OTU_103,OTU_76,0.99
OTU_104,OTU_76,0.99
OTU_105,OTU_76,0
OTU_106,OTU_76,0
OTU_107,OTU_76,0
OTU_108,OTU_76,0.11798829553767375
OTU_109,OTU_76,0.11798829553767375
OTU_110,OTU_76,0
OTU_111,OTU_76,0.11798829553767375
OTU_112,OTU_76,0.2163514419852448
OTU_113,OTU_76,0.8197712833545108
OTU_114,OTU_76,0.5205701990317374
OTU_115,OTU_76,0
OTU_116,OTU_76,0.99
OTU_117,OTU_76,0.30072715972653824
OTU_118,OTU_76,0
OTU_119,OTU_76,0.99
OTU_120,OTU_76,0
OTU_121,OTU_76,0
OTU_122,OTU_76,0.11798829553767375
OTU_123,OTU_76,0
OTU_124,OTU_76,0
OTU_125,OTU_76,0
OTU_126,OTU_76,0
OTU_127,OTU_76,0
OTU_1,OTU_77,0.99
OTU_2,OTU_77,0.99
OTU_3,OTU_77,0.99
OTU_4,OTU_77,0.99
OTU_5,OTU_77,0
OTU_6,OTU_77,0.99
OTU_7,OTU_77,0.99
OTU_8,OTU_77,0.99
OTU_9,OTU_77,0.99
OTU_10,OTU_77,0.99
OTU_11,OTU_77,0.99
OTU_12,OTU_77,0.99
OTU_13,OTU_77,0.99
OTU_14,OTU_77,0.99
OTU_15,OTU_77,0.99
OTU_16,OTU_77,0.99
OTU_17,OTU_77,0.99
OTU_18,OTU_77,0.99
OTU_19,OTU_77,0.99
OTU_20,OTU_77,0.99
OTU_21,OTU_77,0.99
OTU_22,OTU_77,0.99
OTU_23,OTU_77,0.99
OTU_24,OTU_77,0.99
OTU_25,OTU_77,0.99
OTU_26,OTU_77,0.99
OTU_27,OTU_77,0.99
OTU_28,OTU_77,0.99
OTU_29,OTU_77,0.99
OTU_30,OTU_77,0.99
OTU_31,OTU_77,0.99
OTU_32,OTU_77,0.99
OTU_33,OTU_77,0.884473168820995
OTU_34,OTU_77,0.37883734586024664
OTU_35,OTU_77,0.99
OTU_36,OTU_77,0.99
OTU_37,OTU_77,0.99
OTU_38,OTU_77,0.99
OTU_39,OTU_77,0.99
OTU_40,OTU_77,0.99
OTU_41,OTU_77,0.99
OTU_42,OTU_77,0.6260650169820475
OTU_43,OTU_77,0.99
OTU_44,OTU_77,0
OTU_45,OTU_77,0.99
OTU_46,OTU_77,0
OTU_47,OTU_77,0.99
OTU_48,OTU_77,0.99
OTU_49,OTU_77,0.99
OTU_50,OTU_77,0.30072715972653824
OTU_51,OTU_77,0.99
OTU_52,OTU_77,0.99
OTU_53,OTU_77,0.99
OTU_54,OTU_77,0.99
OTU_55,OTU_77,0.99
OTU_56,OTU_77,0.99
OTU_57,OTU_77,0.9803110475509476
OTU_58,OTU_77,0.99
OTU_59,OTU_77,0.99
OTU_60,OTU_77,0.6818271488961953
OTU_61,OTU_77,0.99
OTU_62,OTU_77,0.99
OTU_63,OTU_77,0.99
OTU_64,OTU_77,0.99
OTU_65,OTU_77,0.99
OTU_66,OTU_77,0.99
OTU_67,OTU_77,0.99
OTU_68,OTU_77,0.99
OTU_69,OTU_77,0.99
OTU_70,OTU_77,0.99
OTU_71,OTU_77,0.99
OTU_72,OTU_77,0.99
OTU_73,OTU_77,0.99
OTU_74,OTU_77,0.99
OTU_75,OTU_77,0.99
OTU_76,OTU_77,0
OTU_77,OTU_77,0
OTU_78,OTU_77,0.99
OTU_79,OTU_77,0.99
OTU_80,OTU_77,0.99
OTU_81,OTU_77,0.99
OTU_82,OTU_77,0.99
OTU_83,OTU_77,0.99
OTU_84,OTU_77,0.5205701990317374
OTU_85,OTU_77,0.99
OTU_86,OTU_77,0.99
OTU_87,OTU_77,0.99
OTU_88,OTU_77,0.99
OTU_89,OTU_77,0.99
OTU_90,OTU_77,0
OTU_91,OTU_77,0.99
OTU_92,OTU_77,0.99
OTU_93,OTU_77,0.99
OTU_94,OTU_77,0.99
OTU_95,OTU_77,0.99
OTU_96,OTU_77,0.99
OTU_97,OTU_77,0.99
OTU_98,OTU_77,0.99
OTU_99,OTU_77,0.99
OTU_100,OTU_77,0.99
OTU_101,OTU_77,0.99
OTU_102,OTU_77,0.99
OTU_103,OTU_77,0.45485053581500284
OTU_104,OTU_77,0.91468809073724
OTU_105,OTU_77,0.99
OTU_106,OTU_77,0.99
OTU_107,OTU_77,0.99
OTU_108,OTU_77,0.99
OTU_109,OTU_77,0.99
OTU_110,OTU_77,0.99
OTU_111,OTU_77,0.99
OTU_112,OTU_77,0.99
OTU_113,OTU_77,0.99
OTU_114,OTU_77,0.99
OTU_115,OTU_77,0.99
OTU_116,OTU_77,0
OTU_117,OTU_77,0.99
OTU_118,OTU_77,0.99
OTU_119,OTU_77,0.99
OTU_120,OTU_77,0.99
OTU_121,OTU_77,0.99
OTU_122,OTU_77,0.99
OTU_123,OTU_77,0.99
OTU_124,OTU_77,0.99
OTU_125,OTU_77,0.99
OTU_126,OTU_77,0.99
OTU_127,OTU_77,0.99
OTU_1,OTU_78,0.99
OTU_2,OTU_78,0.99
OTU_3,OTU_78,0.99
OTU_4,OTU_78,0.99
OTU_5,OTU_78,0
OTU_6,OTU_78,0.99
OTU_7,OTU_78,0.99
OTU_8,OTU_78,0.99
OTU_9,OTU_78,0.99
OTU_10,OTU_78,0.99
OTU_11,OTU_78,0.99
OTU_12,OTU_78,0.99
OTU_13,OTU_78,0.99
OTU_14,OTU_78,0.99
OTU_15,OTU_78,0.99
OTU_16,OTU_78,0.99
OTU_17,OTU_78,0.99
OTU_18,OTU_78,0.99
OTU_19,OTU_78,0.99
OTU_20,OTU_78,0.99
OTU_21,OTU_78,0.99
OTU_22,OTU_78,0.99
OTU_23,OTU_78,0.99
OTU_24,OTU_78,0.99
OTU_25,OTU_78,0.99
OTU_26,OTU_78,0.99
OTU_27,OTU_78,0.99
OTU_28,OTU_78,0.99
OTU_29,OTU_78,0.99
OTU_30,OTU_78,0.99
OTU_31,OTU_78,0.99
OTU_32,OTU_78,0.99
OTU_33,OTU_78,0.99
OTU_34,OTU_78,0.6818271488961953
OTU_35,OTU_78,0.99
OTU_36,OTU_78,0.99
OTU_37,OTU_78,0.99
OTU_38,OTU_78,0.99
OTU_39,OTU_78,0.99
OTU_40,OTU_78,0.8526921512810085
OTU_41,OTU_78,0.99
OTU_42,OTU_78,0.99
OTU_43,OTU_78,0.99
OTU_44,OTU_78,0
OTU_45,OTU_78,0.99
OTU_46,OTU_78,0.8526921512810085
OTU_47,OTU_78,0.99
OTU_48,OTU_78,0.99
OTU_49,OTU_78,0.99
OTU_50,OTU_78,0.8197712833545108
OTU_51,OTU_78,0.99
OTU_52,OTU_78,0.99
OTU_53,OTU_78,0.99
OTU_54,OTU_78,0.99
OTU_55,OTU_78,0.99
OTU_56,OTU_78,0.99
OTU_57,OTU_78,0.99
OTU_58,OTU_78,0.99
OTU_59,OTU_78,0.99
OTU_60,OTU_78,0.7275146594497068
OTU_61,OTU_78,0.99
OTU_62,OTU_78,0.99
OTU_63,OTU_78,0.99
OTU_64,OTU_78,0.99
OTU_65,OTU_78,0.99
OTU_66,OTU_78,0.99
OTU_67,OTU_78,0.99
OTU_68,OTU_78,0.99
OTU_69,OTU_78,0.99
OTU_70,OTU_78,0.99
OTU_71,OTU_78,0.99
OTU_72,OTU_78,0.99
OTU_73,OTU_78,0.99
OTU_74,OTU_78,0.99
OTU_75,OTU_78,0.99
OTU_76,OTU_78,0
OTU_77,OTU_78,0.99
OTU_78,OTU_78,0
OTU_79,OTU_78,0.99
OTU_80,OTU_78,0.99
OTU_81,OTU_78,0.99
OTU_82,OTU_78,0.99
OTU_83,OTU_78,0.99
OTU_84,OTU_78,0.8526921512810085
OTU_85,OTU_78,0.99
OTU_86,OTU_78,0.99
OTU_87,OTU_78,0.99
OTU_88,OTU_78,0.99
OTU_89,OTU_78,0.99
OTU_90,OTU_78,0.37883734586024664
OTU_91,OTU_78,0.99
OTU_92,OTU_78,0.99
OTU_93,OTU_78,0.99
OTU_94,OTU_78,0.99
OTU_95,OTU_78,0.99
OTU_96,OTU_78,0.99
OTU_97,OTU_78,0.99
OTU_98,OTU_78,0.99
OTU_99,OTU_78,0.99
OTU_100,OTU_78,0.99
OTU_101,OTU_78,0.99
OTU_102,OTU_78,0.99
OTU_103,OTU_78,0.884473168820995
OTU_104,OTU_78,0.99
OTU_105,OTU_78,0.99
OTU_106,OTU_78,0.99
OTU_107,OTU_78,0.99
OTU_108,OTU_78,0.99
OTU_109,OTU_78,0.99
OTU_110,OTU_78,0.99
OTU_111,OTU_78,0.99
OTU_112,OTU_78,0.99
OTU_113,OTU_78,0.99
OTU_114,OTU_78,0.99
OTU_115,OTU_78,0.99
OTU_116,OTU_78,0
OTU_117,OTU_78,0.99
OTU_118,OTU_78,0.99
OTU_119,OTU_78,0.99
OTU_120,OTU_78,0.99
OTU_121,OTU_78,0.99
OTU_122,OTU_78,0.99
OTU_123,OTU_78,0.99
OTU_124,OTU_78,0.99
OTU_125,OTU_78,0.99
OTU_126,OTU_78,0.99
OTU_127,OTU_78,0.99
OTU_1,OTU_79,0.99
OTU_2,OTU_79,0.99
OTU_3,OTU_79,0.99
OTU_4,OTU_79,0.99
OTU_5,OTU_79,0
OTU_6,OTU_79,0.99
OTU_7,OTU_79,0.99
OTU_8,OTU_79,0.99
OTU_9,OTU_79,0.99
OTU_10,OTU_79,0.99
OTU_11,OTU_79,0.99
OTU_12,OTU_79,0.99
OTU_13,OTU_79,0.99
OTU_14,OTU_79,0.99
OTU_15,OTU_79,0.99
OTU_16,OTU_79,0.99
OTU_17,OTU_79,0.99
OTU_18,OTU_79,0.99
OTU_19,OTU_79,0.8526921512810085
OTU_20,OTU_79,0.99
OTU_21,OTU_79,0.99
OTU_22,OTU_79,0.99
OTU_23,OTU_79,0.99
